month,policeprecinct,requesttype,n
2020-12,RAMPART,Electronic Waste,110
2020-12,RAMPART,Graffiti Removal,2393
2020-12,RAMPART,Homeless Encampment,133
2020-12,RAMPART,Illegal Dumping Pickup,386
2020-12,RAMPART,Metal/Household Appliances,319
2020-12,RAMPART,Multiple Streetlight Issue,10
2020-12,RAMPART,Single Streetlight Issue,31
2020-12,SOUTHEAST,Bulky Items,2127
2020-12,SOUTHEAST,Dead Animal Removal,104
2020-12,SOUTHEAST,Electronic Waste,141
2020-12,SOUTHEAST,Graffiti Removal,1760
2020-12,SOUTHEAST,Homeless Encampment,67
2020-12,SOUTHEAST,Illegal Dumping Pickup,699
2020-12,SOUTHEAST,Metal/Household Appliances,392
2020-12,SOUTHEAST,Multiple Streetlight Issue,18
2020-12,SOUTHEAST,Single Streetlight Issue,22
2020-12,SOUTHWEST,Bulky Items,3063
2020-12,SOUTHWEST,Dead Animal Removal,104
2020-12,SOUTHWEST,Electronic Waste,215
2020-12,SOUTHWEST,Graffiti Removal,777
2020-12,SOUTHWEST,Homeless Encampment,104
2020-12,SOUTHWEST,Illegal Dumping Pickup,702
2020-12,SOUTHWEST,Metal/Household Appliances,513
2020-12,SOUTHWEST,Multiple Streetlight Issue,22
2020-12,SOUTHWEST,Single Streetlight Issue,20
2020-12,TOPANGA,Bulky Items,3041
2020-12,TOPANGA,Dead Animal Removal,132
2020-12,TOPANGA,Electronic Waste,182
2020-12,TOPANGA,Graffiti Removal,251
2020-12,TOPANGA,Homeless Encampment,182
2020-12,TOPANGA,Illegal Dumping Pickup,305
2020-12,TOPANGA,Metal/Household Appliances,693
2020-12,TOPANGA,Multiple Streetlight Issue,96
2020-12,TOPANGA,Single Streetlight Issue,69
2020-12,VAN NUYS,Bulky Items,3041
2020-12,VAN NUYS,Dead Animal Removal,83
2020-12,VAN NUYS,Electronic Waste,176
2020-12,VAN NUYS,Graffiti Removal,613
2020-12,VAN NUYS,Homeless Encampment,161
2020-12,VAN NUYS,Illegal Dumping Pickup,390
2020-12,VAN NUYS,Metal/Household Appliances,394
2020-12,VAN NUYS,Multiple Streetlight Issue,17
2020-12,VAN NUYS,Single Streetlight Issue,30
2020-12,WEST LOS ANGELES,Bulky Items,2677
2020-12,WEST LOS ANGELES,Dead Animal Removal,74
2020-12,WEST LOS ANGELES,Electronic Waste,178
2020-12,WEST LOS ANGELES,Graffiti Removal,355
2020-12,WEST LOS ANGELES,Homeless Encampment,132
2020-12,WEST LOS ANGELES,Illegal Dumping Pickup,202
2020-12,WEST LOS ANGELES,Metal/Household Appliances,582
2020-12,WEST LOS ANGELES,Multiple Streetlight Issue,19
2020-12,WEST LOS ANGELES,Single Streetlight Issue,61
2020-12,WEST VALLEY,Bulky Items,3322
2020-12,WEST VALLEY,Dead Animal Removal,120
2020-12,WEST VALLEY,Electronic Waste,249
2020-12,WEST VALLEY,Graffiti Removal,961
2020-12,WEST VALLEY,Homeless Encampment,136
2020-12,WEST VALLEY,Illegal Dumping Pickup,574
2020-12,WEST VALLEY,Metal/Household Appliances,640
2020-12,WEST VALLEY,Multiple Streetlight Issue,17
2020-12,WEST VALLEY,Single Streetlight Issue,24
2020-12,WILSHIRE,Bulky Items,2634
2020-12,WILSHIRE,Dead Animal Removal,60
2020-12,WILSHIRE,Electronic Waste,207
2020-12,WILSHIRE,Graffiti Removal,778
2020-12,WILSHIRE,Homeless Encampment,250
2020-12,WILSHIRE,Illegal Dumping Pickup,332
2020-12,WILSHIRE,Metal/Household Appliances,468
2020-12,WILSHIRE,Multiple Streetlight Issue,40
2020-12,WILSHIRE,Single Streetlight Issue,45
2021-01,77TH STREET,Bulky Items,3594
2021-01,77TH STREET,Dead Animal Removal,122
2021-01,77TH STREET,Electronic Waste,208
2021-01,77TH STREET,Graffiti Removal,1501
2021-01,77TH STREET,Homeless Encampment,140
2021-01,77TH STREET,Illegal Dumping Pickup,923
2021-01,77TH STREET,Metal/Household Appliances,531
2021-01,77TH STREET,Multiple Streetlight Issue,59
2021-01,77TH STREET,Single Streetlight Issue,54
2021-01,CENTRAL,Bulky Items,436
2021-01,CENTRAL,Dead Animal Removal,12
2021-01,CENTRAL,Electronic Waste,17
2021-01,CENTRAL,Graffiti Removal,1152
2021-01,CENTRAL,Homeless Encampment,135
2021-01,CENTRAL,Illegal Dumping Pickup,155
2021-01,CENTRAL,Metal/Household Appliances,46
2021-01,CENTRAL,Multiple Streetlight Issue,51
2021-01,CENTRAL,Single Streetlight Issue,109
2021-01,DEVONSHIRE,Bulky Items,4126
2021-01,DEVONSHIRE,Dead Animal Removal,207
2021-01,DEVONSHIRE,Electronic Waste,261
2021-01,DEVONSHIRE,Graffiti Removal,686
2021-01,DEVONSHIRE,Homeless Encampment,161
2021-01,DEVONSHIRE,Illegal Dumping Pickup,325
2021-01,DEVONSHIRE,Metal/Household Appliances,852
2021-01,DEVONSHIRE,Multiple Streetlight Issue,64
2021-01,DEVONSHIRE,Single Streetlight Issue,87
2021-01,FOOTHILL,Bulky Items,3463
2021-01,FOOTHILL,Dead Animal Removal,115
2021-01,FOOTHILL,Electronic Waste,229
2021-01,FOOTHILL,Graffiti Removal,964
2021-01,FOOTHILL,Homeless Encampment,231
2021-01,FOOTHILL,Illegal Dumping Pickup,715
2021-01,FOOTHILL,Metal/Household Appliances,634
2021-01,FOOTHILL,Multiple Streetlight Issue,33
2021-01,FOOTHILL,Single Streetlight Issue,41
2021-01,HARBOR,Bulky Items,3105
2021-01,HARBOR,Dead Animal Removal,90
2021-01,HARBOR,Electronic Waste,209
2021-01,HARBOR,Graffiti Removal,1455
2021-01,HARBOR,Homeless Encampment,104
2021-01,HARBOR,Illegal Dumping Pickup,404
2021-01,HARBOR,Metal/Household Appliances,688
2021-01,HARBOR,Multiple Streetlight Issue,18
2021-01,HARBOR,Single Streetlight Issue,36
2021-01,HOLLENBECK,Bulky Items,2841
2021-01,HOLLENBECK,Dead Animal Removal,90
2021-01,HOLLENBECK,Electronic Waste,165
2021-01,HOLLENBECK,Graffiti Removal,2812
2021-01,HOLLENBECK,Homeless Encampment,128
2021-01,HOLLENBECK,Illegal Dumping Pickup,348
2021-01,HOLLENBECK,Metal/Household Appliances,389
2021-01,HOLLENBECK,Multiple Streetlight Issue,21
2021-01,HOLLENBECK,Single Streetlight Issue,32
2021-01,HOLLYWOOD,Bulky Items,2316
2021-01,HOLLYWOOD,Dead Animal Removal,26
2021-01,HOLLYWOOD,Electronic Waste,93
2021-01,HOLLYWOOD,Graffiti Removal,970
2021-01,HOLLYWOOD,Homeless Encampment,194
2021-01,HOLLYWOOD,Illegal Dumping Pickup,333
2021-01,HOLLYWOOD,Metal/Household Appliances,305
2021-01,HOLLYWOOD,Multiple Streetlight Issue,24
2021-01,HOLLYWOOD,Single Streetlight Issue,47
2021-01,MISSION,Bulky Items,4117
2021-01,MISSION,Dead Animal Removal,131
2021-01,MISSION,Electronic Waste,304
2021-01,MISSION,Graffiti Removal,1574
2021-01,MISSION,Homeless Encampment,234
2021-01,MISSION,Illegal Dumping Pickup,790
2021-01,MISSION,Metal/Household Appliances,687
2021-01,MISSION,Multiple Streetlight Issue,36
2021-01,MISSION,Single Streetlight Issue,45
2021-01,NEWTON,Bulky Items,1925
2021-01,NEWTON,Dead Animal Removal,85
2021-01,NEWTON,Electronic Waste,97
2021-01,NEWTON,Graffiti Removal,3738
2021-01,NEWTON,Homeless Encampment,209
2021-01,NEWTON,Illegal Dumping Pickup,676
2021-01,NEWTON,Metal/Household Appliances,295
2021-01,NEWTON,Multiple Streetlight Issue,92
2021-01,NEWTON,Single Streetlight Issue,71
2021-01,NORTH HOLLYWOOD,Bulky Items,4079
2021-01,NORTH HOLLYWOOD,Dead Animal Removal,97
2021-01,NORTH HOLLYWOOD,Electronic Waste,217
2021-01,NORTH HOLLYWOOD,Graffiti Removal,1153
2021-01,NORTH HOLLYWOOD,Homeless Encampment,232
2021-01,NORTH HOLLYWOOD,Illegal Dumping Pickup,420
2021-01,NORTH HOLLYWOOD,Metal/Household Appliances,563
2021-01,NORTH HOLLYWOOD,Multiple Streetlight Issue,73
2021-01,NORTH HOLLYWOOD,Single Streetlight Issue,58
2021-01,NORTHEAST,Bulky Items,4919
2021-01,NORTHEAST,Dead Animal Removal,166
2021-01,NORTHEAST,Electronic Waste,317
2021-01,NORTHEAST,Graffiti Removal,2052
2021-01,NORTHEAST,Homeless Encampment,142
2021-01,NORTHEAST,Illegal Dumping Pickup,374
2021-01,NORTHEAST,Metal/Household Appliances,863
2021-01,NORTHEAST,Multiple Streetlight Issue,29
2021-01,NORTHEAST,Single Streetlight Issue,49
2021-01,OLYMPIC,Bulky Items,2525
2021-01,OLYMPIC,Dead Animal Removal,35
2021-01,OLYMPIC,Electronic Waste,133
2021-01,OLYMPIC,Graffiti Removal,1154
2021-01,OLYMPIC,Homeless Encampment,231
2021-01,OLYMPIC,Illegal Dumping Pickup,354
2021-01,OLYMPIC,Metal/Household Appliances,343
2021-01,OLYMPIC,Multiple Streetlight Issue,21
2021-01,OLYMPIC,Single Streetlight Issue,38
2021-01,PACIFIC,Bulky Items,3671
2021-01,PACIFIC,Dead Animal Removal,75
2021-01,PACIFIC,Electronic Waste,171
2021-01,PACIFIC,Graffiti Removal,706
2021-01,PACIFIC,Homeless Encampment,306
2021-01,PACIFIC,Illegal Dumping Pickup,268
2021-01,PACIFIC,Metal/Household Appliances,580
2021-01,PACIFIC,Multiple Streetlight Issue,11
2021-01,PACIFIC,Single Streetlight Issue,52
2021-01,RAMPART,Bulky Items,2143
2021-01,RAMPART,Dead Animal Removal,54
2021-01,RAMPART,Electronic Waste,113
2021-01,RAMPART,Graffiti Removal,2092
2021-01,RAMPART,Homeless Encampment,151
2021-01,RAMPART,Illegal Dumping Pickup,412
2021-01,RAMPART,Metal/Household Appliances,340
2021-01,RAMPART,Multiple Streetlight Issue,16
2021-01,RAMPART,Single Streetlight Issue,30
2021-01,SOUTHEAST,Bulky Items,2408
2021-01,SOUTHEAST,Dead Animal Removal,88
2021-01,SOUTHEAST,Electronic Waste,143
2021-01,SOUTHEAST,Graffiti Removal,1273
2021-01,SOUTHEAST,Homeless Encampment,86
2021-01,SOUTHEAST,Illegal Dumping Pickup,770
2021-01,SOUTHEAST,Metal/Household Appliances,385
2021-01,SOUTHEAST,Multiple Streetlight Issue,17
2021-01,SOUTHEAST,Single Streetlight Issue,26
2021-01,SOUTHWEST,Bulky Items,3693
2021-01,SOUTHWEST,Dead Animal Removal,69
2021-01,SOUTHWEST,Electronic Waste,246
2021-01,SOUTHWEST,Graffiti Removal,876
2021-01,SOUTHWEST,Homeless Encampment,97
2021-01,SOUTHWEST,Illegal Dumping Pickup,843
2021-01,SOUTHWEST,Metal/Household Appliances,550
2021-01,SOUTHWEST,Multiple Streetlight Issue,28
2021-01,SOUTHWEST,Single Streetlight Issue,43
2021-01,TOPANGA,Bulky Items,3201
2021-01,TOPANGA,Dead Animal Removal,110
2021-01,TOPANGA,Electronic Waste,224
2021-01,TOPANGA,Graffiti Removal,388
2021-01,TOPANGA,Homeless Encampment,168
2021-01,TOPANGA,Illegal Dumping Pickup,309
2021-01,TOPANGA,Metal/Household Appliances,672
2021-01,TOPANGA,Multiple Streetlight Issue,63
2021-01,TOPANGA,Single Streetlight Issue,59
2021-01,VAN NUYS,Bulky Items,3371
2021-01,VAN NUYS,Dead Animal Removal,94
2021-01,VAN NUYS,Electronic Waste,149
2021-01,VAN NUYS,Graffiti Removal,821
2021-01,VAN NUYS,Homeless Encampment,148
2021-01,VAN NUYS,Illegal Dumping Pickup,307
2021-01,VAN NUYS,Metal/Household Appliances,394
2021-01,VAN NUYS,Multiple Streetlight Issue,17
2021-01,VAN NUYS,Single Streetlight Issue,28
2021-01,WEST LOS ANGELES,Bulky Items,3199
2021-01,WEST LOS ANGELES,Dead Animal Removal,61
2021-01,WEST LOS ANGELES,Electronic Waste,171
2021-01,WEST LOS ANGELES,Graffiti Removal,431
2021-01,WEST LOS ANGELES,Homeless Encampment,150
2021-01,WEST LOS ANGELES,Illegal Dumping Pickup,238
2021-01,WEST LOS ANGELES,Metal/Household Appliances,529
2021-01,WEST LOS ANGELES,Multiple Streetlight Issue,17
2021-01,WEST LOS ANGELES,Single Streetlight Issue,63
2021-01,WEST VALLEY,Bulky Items,3567
2021-01,WEST VALLEY,Dead Animal Removal,121
2021-01,WEST VALLEY,Electronic Waste,201
2021-01,WEST VALLEY,Graffiti Removal,937
2021-01,WEST VALLEY,Homeless Encampment,136
2021-01,WEST VALLEY,Illegal Dumping Pickup,583
2021-01,WEST VALLEY,Metal/Household Appliances,578
2021-01,WEST VALLEY,Multiple Streetlight Issue,13
2021-01,WEST VALLEY,Single Streetlight Issue,32
2021-01,WILSHIRE,Bulky Items,2993
2021-01,WILSHIRE,Dead Animal Removal,67
2021-01,WILSHIRE,Electronic Waste,190
2021-01,WILSHIRE,Graffiti Removal,799
2021-01,WILSHIRE,Homeless Encampment,267
2021-01,WILSHIRE,Illegal Dumping Pickup,382
2021-01,WILSHIRE,Metal/Household Appliances,390
2021-01,WILSHIRE,Multiple Streetlight Issue,37
2021-01,WILSHIRE,Single Streetlight Issue,50
2021-02,77TH STREET,Bulky Items,3357
2021-02,77TH STREET,Dead Animal Removal,96
2021-02,77TH STREET,Electronic Waste,187
2021-02,77TH STREET,Graffiti Removal,2816
2021-02,77TH STREET,Homeless Encampment,135
2021-02,77TH STREET,Illegal Dumping Pickup,948
2021-02,77TH STREET,Metal/Household Appliances,502
2021-02,77TH STREET,Multiple Streetlight Issue,82
2021-02,77TH STREET,Single Streetlight Issue,78
2021-02,CENTRAL,Bulky Items,294
2021-02,CENTRAL,Dead Animal Removal,7
2021-02,CENTRAL,Electronic Waste,17
2021-02,CENTRAL,Graffiti Removal,1097
2021-02,CENTRAL,Homeless Encampment,156
2021-02,CENTRAL,Illegal Dumping Pickup,140
2021-02,CENTRAL,Metal/Household Appliances,47
2021-02,CENTRAL,Multiple Streetlight Issue,46
2021-02,CENTRAL,Single Streetlight Issue,173
2021-02,DEVONSHIRE,Bulky Items,3417
2021-02,DEVONSHIRE,Dead Animal Removal,139
2021-02,DEVONSHIRE,Electronic Waste,251
2021-02,DEVONSHIRE,Graffiti Removal,732
2021-02,DEVONSHIRE,Homeless Encampment,167
2021-02,DEVONSHIRE,Illegal Dumping Pickup,310
2021-02,DEVONSHIRE,Metal/Household Appliances,753
2021-02,DEVONSHIRE,Multiple Streetlight Issue,74
2021-02,DEVONSHIRE,Single Streetlight Issue,107
2021-02,FOOTHILL,Bulky Items,3097
2021-02,FOOTHILL,Dead Animal Removal,118
2021-02,FOOTHILL,Electronic Waste,200
2021-02,FOOTHILL,Graffiti Removal,1100
2021-02,FOOTHILL,Homeless Encampment,177
2021-02,FOOTHILL,Illegal Dumping Pickup,747
2021-02,FOOTHILL,Metal/Household Appliances,557
2021-02,FOOTHILL,Multiple Streetlight Issue,24
2021-02,FOOTHILL,Single Streetlight Issue,40
2021-02,HARBOR,Bulky Items,2665
2021-02,HARBOR,Dead Animal Removal,83
2021-02,HARBOR,Electronic Waste,188
2021-02,HARBOR,Graffiti Removal,1507
2021-02,HARBOR,Homeless Encampment,88
2021-02,HARBOR,Illegal Dumping Pickup,293
2021-02,HARBOR,Metal/Household Appliances,639
2021-02,HARBOR,Multiple Streetlight Issue,18
2021-02,HARBOR,Single Streetlight Issue,29
2021-02,HOLLENBECK,Bulky Items,2481
2021-02,HOLLENBECK,Dead Animal Removal,82
2021-02,HOLLENBECK,Electronic Waste,153
2021-02,HOLLENBECK,Graffiti Removal,2331
2021-02,HOLLENBECK,Homeless Encampment,106
2021-02,HOLLENBECK,Illegal Dumping Pickup,359
2021-02,HOLLENBECK,Metal/Household Appliances,394
2021-02,HOLLENBECK,Multiple Streetlight Issue,36
2021-02,HOLLENBECK,Single Streetlight Issue,49
2021-02,HOLLYWOOD,Bulky Items,1901
2021-02,HOLLYWOOD,Dead Animal Removal,28
2021-02,HOLLYWOOD,Electronic Waste,89
2021-02,HOLLYWOOD,Graffiti Removal,750
2021-02,HOLLYWOOD,Homeless Encampment,186
2021-02,HOLLYWOOD,Illegal Dumping Pickup,224
2021-02,HOLLYWOOD,Metal/Household Appliances,271
2021-02,HOLLYWOOD,Multiple Streetlight Issue,43
2021-02,HOLLYWOOD,Single Streetlight Issue,76
2021-02,MISSION,Bulky Items,3531
2021-02,MISSION,Dead Animal Removal,98
2021-02,MISSION,Electronic Waste,282
2021-02,MISSION,Graffiti Removal,1566
2021-02,MISSION,Homeless Encampment,173
2021-02,MISSION,Illegal Dumping Pickup,530
2021-02,MISSION,Metal/Household Appliances,691
2021-02,MISSION,Multiple Streetlight Issue,46
2021-02,MISSION,Single Streetlight Issue,45
2021-02,NEWTON,Bulky Items,2035
2021-02,NEWTON,Dead Animal Removal,74
2021-02,NEWTON,Electronic Waste,101
2021-02,NEWTON,Graffiti Removal,5977
2021-02,NEWTON,Homeless Encampment,207
2021-02,NEWTON,Illegal Dumping Pickup,572
2021-02,NEWTON,Metal/Household Appliances,288
2021-02,NEWTON,Multiple Streetlight Issue,115
2021-02,NEWTON,Single Streetlight Issue,91
2021-02,NORTH HOLLYWOOD,Bulky Items,3201
2021-02,NORTH HOLLYWOOD,Dead Animal Removal,88
2021-02,NORTH HOLLYWOOD,Electronic Waste,163
2021-02,NORTH HOLLYWOOD,Graffiti Removal,1363
2021-02,NORTH HOLLYWOOD,Homeless Encampment,230
2021-02,NORTH HOLLYWOOD,Illegal Dumping Pickup,384
2021-02,NORTH HOLLYWOOD,Metal/Household Appliances,554
2021-02,NORTH HOLLYWOOD,Multiple Streetlight Issue,42
2021-02,NORTH HOLLYWOOD,Single Streetlight Issue,36
2021-02,NORTHEAST,Bulky Items,3885
2021-02,NORTHEAST,Dead Animal Removal,124
2021-02,NORTHEAST,Electronic Waste,264
2021-02,NORTHEAST,Graffiti Removal,1556
2021-02,NORTHEAST,Homeless Encampment,172
2021-02,NORTHEAST,Illegal Dumping Pickup,322
2021-02,NORTHEAST,Metal/Household Appliances,747
2021-02,NORTHEAST,Multiple Streetlight Issue,19
2021-02,NORTHEAST,Single Streetlight Issue,28
2021-02,OLYMPIC,Bulky Items,2184
2021-02,OLYMPIC,Dead Animal Removal,40
2021-02,OLYMPIC,Electronic Waste,78
2021-02,OLYMPIC,Graffiti Removal,1146
2021-02,OLYMPIC,Homeless Encampment,289
2021-02,OLYMPIC,Illegal Dumping Pickup,326
2021-02,OLYMPIC,Metal/Household Appliances,314
2021-02,OLYMPIC,Multiple Streetlight Issue,40
2021-02,OLYMPIC,Single Streetlight Issue,33
2021-02,PACIFIC,Bulky Items,2657
2021-02,PACIFIC,Dead Animal Removal,68
2021-02,PACIFIC,Electronic Waste,151
2021-02,PACIFIC,Graffiti Removal,887
2021-02,PACIFIC,Homeless Encampment,276
2021-02,PACIFIC,Illegal Dumping Pickup,240
2021-02,PACIFIC,Metal/Household Appliances,532
2021-02,PACIFIC,Multiple Streetlight Issue,15
2021-02,PACIFIC,Single Streetlight Issue,46
2021-02,RAMPART,Bulky Items,1803
2021-02,RAMPART,Dead Animal Removal,36
2021-02,RAMPART,Electronic Waste,98
2021-02,RAMPART,Graffiti Removal,2006
2021-02,RAMPART,Homeless Encampment,163
2021-02,RAMPART,Illegal Dumping Pickup,340
2021-02,RAMPART,Metal/Household Appliances,279
2021-02,RAMPART,Multiple Streetlight Issue,19
2021-02,RAMPART,Single Streetlight Issue,25
2021-02,SOUTHEAST,Bulky Items,2014
2021-02,SOUTHEAST,Dead Animal Removal,93
2021-02,SOUTHEAST,Electronic Waste,133
2021-02,SOUTHEAST,Graffiti Removal,1365
2021-02,SOUTHEAST,Homeless Encampment,59
2021-02,SOUTHEAST,Illegal Dumping Pickup,604
2021-02,SOUTHEAST,Metal/Household Appliances,382
2021-02,SOUTHEAST,Multiple Streetlight Issue,20
2021-02,SOUTHEAST,Single Streetlight Issue,41
2021-02,SOUTHWEST,Bulky Items,3079
2021-02,SOUTHWEST,Dead Animal Removal,78
2021-02,SOUTHWEST,Electronic Waste,207
2021-02,SOUTHWEST,Graffiti Removal,1161
2021-02,SOUTHWEST,Homeless Encampment,95
2021-02,SOUTHWEST,Illegal Dumping Pickup,748
2021-02,SOUTHWEST,Metal/Household Appliances,465
2021-02,SOUTHWEST,Multiple Streetlight Issue,39
2021-02,SOUTHWEST,Single Streetlight Issue,28
2021-02,TOPANGA,Bulky Items,2970
2021-02,TOPANGA,Dead Animal Removal,101
2021-02,TOPANGA,Electronic Waste,190
2021-02,TOPANGA,Graffiti Removal,438
2021-02,TOPANGA,Homeless Encampment,159
2021-02,TOPANGA,Illegal Dumping Pickup,255
2021-02,TOPANGA,Metal/Household Appliances,629
2021-02,TOPANGA,Multiple Streetlight Issue,36
2021-02,TOPANGA,Single Streetlight Issue,54
2021-02,VAN NUYS,Bulky Items,2651
2021-02,VAN NUYS,Dead Animal Removal,66
2021-02,VAN NUYS,Electronic Waste,147
2021-02,VAN NUYS,Graffiti Removal,727
2021-02,VAN NUYS,Homeless Encampment,166
2021-02,VAN NUYS,Illegal Dumping Pickup,354
2021-02,VAN NUYS,Metal/Household Appliances,346
2021-02,VAN NUYS,Multiple Streetlight Issue,26
2021-02,VAN NUYS,Single Streetlight Issue,23
2021-02,WEST LOS ANGELES,Bulky Items,2304
2021-02,WEST LOS ANGELES,Dead Animal Removal,56
2021-02,WEST LOS ANGELES,Electronic Waste,156
2021-02,WEST LOS ANGELES,Graffiti Removal,456
2021-02,WEST LOS ANGELES,Homeless Encampment,189
2021-02,WEST LOS ANGELES,Illegal Dumping Pickup,192
2021-02,WEST LOS ANGELES,Metal/Household Appliances,494
2021-02,WEST LOS ANGELES,Multiple Streetlight Issue,25
2021-02,WEST LOS ANGELES,Single Streetlight Issue,56
2021-02,WEST VALLEY,Bulky Items,2943
2021-02,WEST VALLEY,Dead Animal Removal,120
2021-02,WEST VALLEY,Electronic Waste,171
2021-02,WEST VALLEY,Graffiti Removal,959
2021-02,WEST VALLEY,Homeless Encampment,142
2021-02,WEST VALLEY,Illegal Dumping Pickup,501
2021-02,WEST VALLEY,Metal/Household Appliances,556
2021-02,WEST VALLEY,Multiple Streetlight Issue,18
2021-02,WEST VALLEY,Single Streetlight Issue,43
2021-02,WILSHIRE,Bulky Items,2477
2021-02,WILSHIRE,Dead Animal Removal,42
2021-02,WILSHIRE,Electronic Waste,150
2021-02,WILSHIRE,Graffiti Removal,723
2021-02,WILSHIRE,Homeless Encampment,273
2021-02,WILSHIRE,Illegal Dumping Pickup,301
2021-02,WILSHIRE,Metal/Household Appliances,433
2021-02,WILSHIRE,Multiple Streetlight Issue,22
2021-02,WILSHIRE,Single Streetlight Issue,38
2021-03,77TH STREET,Bulky Items,3991
2021-03,77TH STREET,Dead Animal Removal,104
2021-03,77TH STREET,Electronic Waste,232
2021-03,77TH STREET,Graffiti Removal,3199
2021-03,77TH STREET,Homeless Encampment,106
2021-03,77TH STREET,Illegal Dumping Pickup,923
2021-03,77TH STREET,Metal/Household Appliances,672
2021-03,77TH STREET,Multiple Streetlight Issue,57
2021-03,77TH STREET,Single Streetlight Issue,52
2021-03,CENTRAL,Bulky Items,340
2021-03,CENTRAL,Dead Animal Removal,12
2021-03,CENTRAL,Electronic Waste,15
2021-03,CENTRAL,Graffiti Removal,1305
2021-03,CENTRAL,Homeless Encampment,130
2021-03,CENTRAL,Illegal Dumping Pickup,148
2021-03,CENTRAL,Metal/Household Appliances,47
2021-03,CENTRAL,Multiple Streetlight Issue,50
2021-03,CENTRAL,Single Streetlight Issue,123
2021-03,DEVONSHIRE,Bulky Items,3860
2021-03,DEVONSHIRE,Dead Animal Removal,152
2021-03,DEVONSHIRE,Electronic Waste,247
2021-03,DEVONSHIRE,Graffiti Removal,833
2021-03,DEVONSHIRE,Homeless Encampment,199
2021-03,DEVONSHIRE,Illegal Dumping Pickup,398
2021-03,DEVONSHIRE,Metal/Household Appliances,905
2021-03,DEVONSHIRE,Multiple Streetlight Issue,33
2021-03,DEVONSHIRE,Single Streetlight Issue,83
2021-03,FOOTHILL,Bulky Items,3362
2021-03,FOOTHILL,Dead Animal Removal,109
2021-03,FOOTHILL,Electronic Waste,224
2021-03,FOOTHILL,Graffiti Removal,1242
2021-03,FOOTHILL,Homeless Encampment,198
2021-03,FOOTHILL,Illegal Dumping Pickup,754
2021-03,FOOTHILL,Metal/Household Appliances,585
2021-03,FOOTHILL,Multiple Streetlight Issue,30
2021-03,FOOTHILL,Single Streetlight Issue,36
2021-03,HARBOR,Bulky Items,3311
2021-03,HARBOR,Dead Animal Removal,91
2021-03,HARBOR,Electronic Waste,220
2021-03,HARBOR,Graffiti Removal,1641
2021-03,HARBOR,Homeless Encampment,97
2021-03,HARBOR,Illegal Dumping Pickup,367
2021-03,HARBOR,Metal/Household Appliances,782
2021-03,HARBOR,Multiple Streetlight Issue,21
2021-03,HARBOR,Single Streetlight Issue,29
2021-03,HOLLENBECK,Bulky Items,2594
2021-03,HOLLENBECK,Dead Animal Removal,84
2021-03,HOLLENBECK,Electronic Waste,145
2021-03,HOLLENBECK,Graffiti Removal,2819
2021-03,HOLLENBECK,Homeless Encampment,113
2021-03,HOLLENBECK,Illegal Dumping Pickup,414
2021-03,HOLLENBECK,Metal/Household Appliances,385
2021-03,HOLLENBECK,Multiple Streetlight Issue,54
2021-03,HOLLENBECK,Single Streetlight Issue,64
2021-03,HOLLYWOOD,Bulky Items,2106
2021-03,HOLLYWOOD,Dead Animal Removal,24
2021-03,HOLLYWOOD,Electronic Waste,92
2021-03,HOLLYWOOD,Graffiti Removal,1119
2021-03,HOLLYWOOD,Homeless Encampment,216
2021-03,HOLLYWOOD,Illegal Dumping Pickup,265
